customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_score,rfm_total,segment
C01533,11,3,23979.85,5,2,3,523,10,New Customers
C01534,5,5,41667.65,5,3,4,534,12,Loyal Customers
C01535,13,8,34491.55,5,4,3,543,12,Loyal Customers
C01536,29,8,17039.82,4,4,2,442,10,Loyal Customers
C01537,3,30,162253.18,5,5,5,555,15,Champions
C01538,32,15,133946.6,4,5,5,455,14,Champions
C01539,62,14,69500.7,3,5,5,355,13,Loyal Customers
C01540,34,16,83113.71,4,5,5,455,14,Champions
C01541,19,1,477.0,5,1,1,511,7,New Customers
C01543,4,4,11579.91,5,2,2,522,9,New Customers
C01544,82,2,3041.29,3,1,1,311,5,Potential Loyalist
C01545,436,2,3386.52,1,1,1,111,3,Lost
C01546,19,17,78589.68,5,5,5,555,15,Champions
C01548,32,15,125075.28,4,5,5,455,14,Champions
C01549,217,7,38408.64,1,3,4,134,8,Potential Loyalist
C01550,26,7,53854.34,4,3,4,434,11,Loyal Customers
C01551,20,3,3949.0,4,2,1,421,7,New Customers
C01552,75,1,477.0,3,1,1,311,5,Potential Loyalist
C01553,27,26,153774.67,4,5,5,455,14,Champions
C01554,159,9,19440.06,2,4,2,242,8,At Risk
C01555,7,23,107396.52,5,5,5,555,15,Champions
C01556,151,4,13143.38,2,2,2,222,6,Lost
C01558,20,2,9288.23,4,1,1,411,6,New Customers
C01559,296,3,17319.72,1,2,2,122,5,Lost
C01560,26,10,77062.35,4,4,5,445,13,Champions
C01561,388,3,16535.28,1,2,2,122,5,Lost
C01562,315,4,17715.71,1,2,2,122,5,Lost
C01563,56,19,132851.61,3,5,5,355,13,Loyal Customers
C01564,47,2,10888.38,3,1,2,312,6,Potential Loyalist
C01565,12,40,185678.62,5,5,5,555,15,Champions
C01566,370,3,21405.82,1,2,2,122,5,Lost
C01567,314,3,34449.65,1,2,3,123,6,Potential Loyalist
C01569,177,6,34199.26,2,3,3,233,8,Potential Loyalist
C01571,68,4,31378.0,3,2,3,323,8,Potential Loyalist
C01572,11,8,34348.54,5,4,3,543,12,Loyal Customers
C01573,12,20,87576.27,5,5,5,555,15,Champions
C01574,12,8,31831.9,5,4,3,543,12,Loyal Customers
C01575,30,4,7173.91,4,2,1,421,7,New Customers
C01576,271,1,5444.15,1,1,1,111,3,Lost
C01577,50,2,3205.44,3,1,1,311,5,Potential Loyalist
C01578,34,13,81795.63,4,5,5,455,14,Champions
C01579,19,10,37077.41,5,4,3,543,12,Loyal Customers
C01580,274,2,24800.46,1,1,3,113,5,Potential Loyalist
C01581,185,5,14323.8,2,3,2,232,7,Potential Loyalist
C01582,17,12,48638.56,5,5,4,554,14,Champions
C01583,22,14,83296.65,4,5,5,455,14,Champions
C01584,79,2,13816.46,3,1,2,312,6,Potential Loyalist
C01585,318,2,5529.51,1,1,1,111,3,Lost
C01586,4,18,82690.23,5,5,5,555,15,Champions
C01587,130,5,22241.96,2,3,3,233,8,Potential Loyalist
C01588,6,23,124370.76,5,5,5,555,15,Champions
C01589,16,4,11915.9,5,2,2,522,9,New Customers
C01591,42,6,34300.44,4,3,3,433,10,Loyal Customers
C01592,18,5,30689.88,5,3,3,533,11,Loyal Customers
C01593,66,5,47145.57,3,3,4,334,10,Loyal Customers
C01594,32,1,8897.12,4,1,1,411,6,New Customers
C01595,146,9,37206.38,2,4,3,243,9,At Risk
C01596,133,11,32389.35,2,4,3,243,9,At Risk
C01597,92,4,38659.53,2,2,4,224,8,Potential Loyalist
C01598,17,15,87100.76,5,5,5,555,15,Champions
C01599,12,4,19925.55,5,2,2,522,9,New Customers
C01600,327,1,13904.59,1,1,2,112,4,Lost
C01601,97,6,45602.62,2,3,4,234,9,Potential Loyalist
C01602,56,8,39693.3,3,4,4,344,11,Loyal Customers
C01603,19,19,108766.15,5,5,5,555,15,Champions
C01604,73,9,28641.33,3,4,3,343,10,Loyal Customers
C01605,4,35,245360.98,5,5,5,555,15,Champions
C01606,9,6,21431.58,5,3,2,532,10,Loyal Customers
C01607,28,15,71697.97,4,5,5,455,14,Champions
C01608,31,11,64110.12,4,4,5,445,13,Champions
C01609,41,6,16664.99,4,3,2,432,9,Loyal Customers
C01610,77,5,27341.41,3,3,3,333,9,Loyal Customers
C01611,287,2,24917.11,1,1,3,113,5,Potential Loyalist
C01612,17,9,54776.87,5,4,4,544,13,Champions
C01613,9,7,40486.32,5,3,4,534,12,Loyal Customers
C01614,22,4,13182.09,4,2,2,422,8,New Customers
C01615,10,5,29244.12,5,3,3,533,11,Loyal Customers
C01616,493,2,2726.34,1,1,1,111,3,Lost
C01617,70,3,13370.99,3,2,2,322,7,Potential Loyalist
C01618,45,13,51091.94,3,5,4,354,12,Loyal Customers
C01619,621,2,4699.12,1,1,1,111,3,Lost
C01620,55,23,112248.23,3,5,5,355,13,Loyal Customers
C01622,476,1,1651.49,1,1,1,111,3,Lost
C01623,48,4,18472.85,3,2,2,322,7,Potential Loyalist
C01624,148,8,28934.67,2,4,3,243,9,At Risk
C01625,8,17,109368.2,5,5,5,555,15,Champions
C01626,439,3,33271.22,1,2,3,123,6,Potential Loyalist
C01627,188,1,1203.97,2,1,1,211,4,Lost
C01628,2,11,46015.32,5,4,4,544,13,Champions
C01629,202,2,3748.47,2,1,1,211,4,Lost
C01630,33,3,12999.78,4,2,2,422,8,New Customers
C01631,57,11,38077.15,3,4,4,344,11,Loyal Customers
C01632,397,4,6146.87,1,2,1,121,4,Lost
C01633,274,9,26502.33,1,4,3,143,8,At Risk
C01634,421,2,3269.76,1,1,1,111,3,Lost
C01635,6,21,170739.61,5,5,5,555,15,Champions
C01636,305,9,25580.0,1,4,3,143,8,At Risk
C01637,205,1,2276.35,2,1,1,211,4,Lost
C01638,78,1,865.97,3,1,1,311,5,Potential Loyalist
C01639,121,2,11304.15,2,1,2,212,5,Lost
C01640,236,2,7900.29,1,1,1,111,3,Lost
C01641,98,2,6600.87,2,1,1,211,4,Lost
C01642,272,1,14377.73,1,1,2,112,4,Lost
C01643,29,5,10039.56,4,3,1,431,8,Loyal Customers
C01644,17,9,45547.62,5,4,4,544,13,Champions
C01645,118,9,53361.86,2,4,4,244,10,At Risk
C01646,183,7,41692.68,2,3,4,234,9,Potential Loyalist
C01648,48,7,26432.66,3,3,3,333,9,Loyal Customers
C01649,134,6,37937.07,2,3,4,234,9,Potential Loyalist
C01650,50,8,38576.12,3,4,4,344,11,Loyal Customers
C01651,456,2,7320.72,1,1,1,111,3,Lost
C01652,314,4,22334.76,1,2,3,123,6,Potential Loyalist
C01653,330,3,22693.75,1,2,3,123,6,Potential Loyalist
C01654,438,3,41928.76,1,2,4,124,7,Potential Loyalist
C01655,52,5,65834.95,3,3,5,335,11,Loyal Customers
C01656,43,4,9872.0,4,2,1,421,7,New Customers
C01657,91,11,83733.84,2,4,5,245,11,At Risk
C01658,72,5,38146.5,3,3,4,334,10,Loyal Customers
C01659,8,11,88543.84,5,4,5,545,14,Champions
C01660,33,13,59990.54,4,5,4,454,13,Champions
C01661,71,5,16488.45,3,3,2,332,8,Loyal Customers
C01662,11,2,13119.98,5,1,2,512,8,New Customers
C01663,138,2,12919.14,2,1,2,212,5,Lost
C01664,2,14,60437.24,5,5,4,554,14,Champions
C01665,84,7,35642.22,2,3,3,233,8,Potential Loyalist
C01666,25,22,122452.91,4,5,5,455,14,Champions
C01667,384,1,2133.41,1,1,1,111,3,Lost
C01668,89,21,134335.62,2,5,5,255,12,At Risk
C01669,6,5,77250.71,5,3,5,535,13,Loyal Customers
C01670,26,38,217363.64,4,5,5,455,14,Champions
C01671,274,3,2224.66,1,2,1,121,4,Lost
C01672,59,10,58831.88,3,4,4,344,11,Loyal Customers
C01673,94,8,62037.41,2,4,4,244,10,At Risk
C01674,252,1,5761.54,1,1,1,111,3,Lost
C01675,11,5,64325.81,5,3,5,535,13,Loyal Customers
C01676,43,2,4919.28,4,1,1,411,6,New Customers
C01677,324,1,378.31,1,1,1,111,3,Lost
C01678,523,2,5736.02,1,1,1,111,3,Lost
C01679,40,3,11538.84,4,2,2,422,8,New Customers
C01680,43,4,13391.8,4,2,2,422,8,New Customers
C01681,89,6,46647.2,2,3,4,234,9,Potential Loyalist
C01682,108,4,26969.15,2,2,3,223,7,Potential Loyalist
C01683,7,31,164969.98,5,5,5,555,15,Champions
C01684,244,3,7004.92,1,2,1,121,4,Lost
C01685,124,3,10006.43,2,2,1,221,5,Lost
C01686,26,4,12212.45,4,2,2,422,8,New Customers
C01687,355,4,18124.54,1,2,2,122,5,Lost
C01688,22,7,32781.26,4,3,3,433,10,Loyal Customers
C01689,567,1,3766.03,1,1,1,111,3,Lost
C01690,188,4,15745.82,2,2,2,222,6,Lost
C01691,113,3,12267.45,2,2,2,222,6,Lost
C01692,218,2,14155.19,1,1,2,112,4,Lost
C01693,43,26,150260.54,4,5,5,455,14,Champions
C01694,18,24,99336.81,5,5,5,555,15,Champions
C01695,41,7,22930.19,4,3,3,433,10,Loyal Customers
C01696,51,5,17666.17,3,3,2,332,8,Loyal Customers
C01697,7,10,35862.7,5,4,3,543,12,Loyal Customers
C01699,13,7,71199.62,5,3,5,535,13,Loyal Customers
C01700,109,3,14897.68,2,2,2,222,6,Lost
C01701,134,3,9328.97,2,2,1,221,5,Lost
C01702,25,8,13331.53,4,4,2,442,10,Loyal Customers
C01703,62,7,34729.45,3,3,3,333,9,Loyal Customers
C01704,3,5,23298.61,5,3,3,533,11,Loyal Customers
C01705,263,2,22031.91,1,1,3,113,5,Potential Loyalist
C01706,38,20,91012.59,4,5,5,455,14,Champions
C01707,4,9,28556.87,5,4,3,543,12,Loyal Customers
C01708,40,7,30386.69,4,3,3,433,10,Loyal Customers
C01709,127,3,12171.56,2,2,2,222,6,Lost
C01710,55,5,11753.72,3,3,2,332,8,Loyal Customers
C01711,77,6,26901.03,3,3,3,333,9,Loyal Customers
C01712,2,24,131415.34,5,5,5,555,15,Champions
C01713,140,6,43450.67,2,3,4,234,9,Potential Loyalist
C01714,290,1,2417.48,1,1,1,111,3,Lost
C01715,128,4,42693.61,2,2,4,224,8,Potential Loyalist
C01717,60,2,4016.13,3,1,1,311,5,Potential Loyalist
C01718,19,6,32280.91,5,3,3,533,11,Loyal Customers
C01719,83,2,5710.09,2,1,1,211,4,Lost
C01720,18,8,39041.17,5,4,4,544,13,Champions
C01721,61,4,6698.0,3,2,1,321,6,Potential Loyalist
C01722,83,5,8939.33,2,3,1,231,6,Potential Loyalist
C01723,212,11,51422.63,2,4,4,244,10,At Risk
C01724,80,4,47683.33,3,2,4,324,9,Potential Loyalist
C01725,20,6,32911.69,4,3,3,433,10,Loyal Customers
C01726,64,4,23591.86,3,2,3,323,8,Potential Loyalist
C01727,86,13,91580.08,2,5,5,255,12,At Risk
C01728,11,22,113001.3,5,5,5,555,15,Champions
C01729,19,9,33290.14,5,4,3,543,12,Loyal Customers
C01730,92,5,19775.73,2,3,2,232,7,Potential Loyalist
C01731,42,6,42688.52,4,3,4,434,11,Loyal Customers
C01732,22,18,104756.12,4,5,5,455,14,Champions
C01733,258,3,10154.02,1,2,1,121,4,Lost
C01735,45,1,4105.62,3,1,1,311,5,Potential Loyalist
C01736,101,6,27987.39,2,3,3,233,8,Potential Loyalist
C01737,14,2,1170.28,5,1,1,511,7,New Customers
C01738,304,2,3388.41,1,1,1,111,3,Lost
C01739,48,8,36750.84,3,4,3,343,10,Loyal Customers
C01740,2,27,145876.78,5,5,5,555,15,Champions
C01741,170,8,52892.28,2,4,4,244,10,At Risk
C01742,231,9,46295.96,1,4,4,144,9,At Risk
C01743,24,3,25961.5,4,2,3,423,9,New Customers
C01744,31,5,28484.33,4,3,3,433,10,Loyal Customers
C01745,50,8,70204.23,3,4,5,345,12,Loyal Customers
C01746,25,8,34740.94,4,4,3,443,11,Loyal Customers
C01747,6,4,12873.61,5,2,2,522,9,New Customers
C01748,10,15,47312.58,5,5,4,554,14,Champions
C01749,57,13,68429.55,3,5,5,355,13,Loyal Customers
C01751,111,5,55929.04,2,3,4,234,9,Potential Loyalist
C01752,61,12,71487.34,3,5,5,355,13,Loyal Customers
C01753,450,1,8189.16,1,1,1,111,3,Lost
C01754,45,7,33918.06,3,3,3,333,9,Loyal Customers
C01755,136,7,29700.69,2,3,3,233,8,Potential Loyalist
C01756,97,9,123781.03,2,4,5,245,11,At Risk
C01757,255,2,2391.66,1,1,1,111,3,Lost
C01758,78,9,78695.3,3,4,5,345,12,Loyal Customers
C01759,406,2,7841.31,1,1,1,111,3,Lost
C01760,345,1,1539.14,1,1,1,111,3,Lost
C01761,38,6,34943.59,4,3,3,433,10,Loyal Customers
C01762,86,4,16553.24,2,2,2,222,6,Lost
C01763,3,20,94343.71,5,5,5,555,15,Champions
C01764,2,11,33536.05,5,4,3,543,12,Loyal Customers
C01765,88,4,15728.12,2,2,2,222,6,Lost
C01766,223,8,48880.71,1,4,4,144,9,At Risk
C01767,124,4,30048.17,2,2,3,223,7,Potential Loyalist
C01768,91,6,62939.41,2,3,5,235,10,Potential Loyalist
C01769,8,1,15884.41,5,1,2,512,8,New Customers
C01770,219,10,53007.12,1,4,4,144,9,At Risk
C01771,512,2,2269.38,1,1,1,111,3,Lost
C01772,6,5,42406.02,5,3,4,534,12,Loyal Customers
C01773,49,3,9325.44,3,2,1,321,6,Potential Loyalist
C01774,2,23,104271.4,5,5,5,555,15,Champions
C01775,339,2,6283.16,1,1,1,111,3,Lost
C01776,211,2,2727.53,2,1,1,211,4,Lost
C01777,22,5,31527.41,4,3,3,433,10,Loyal Customers
C01778,65,6,47368.66,3,3,4,334,10,Loyal Customers
C01779,21,10,60847.32,4,4,4,444,12,Champions
C01780,42,7,22877.09,4,3,3,433,10,Loyal Customers
C01781,9,21,121995.72,5,5,5,555,15,Champions
C01782,54,7,18850.22,3,3,2,332,8,Loyal Customers
C01783,32,10,45789.54,4,4,4,444,12,Champions
C01784,364,2,6983.71,1,1,1,111,3,Lost
C01785,53,1,22599.77,3,1,3,313,7,Potential Loyalist
C01786,27,17,105964.42,4,5,5,455,14,Champions
C01787,12,4,43651.27,5,2,4,524,11,New Customers
C01788,161,4,8607.34,2,2,1,221,5,Lost
C01789,25,8,30274.96,4,4,3,443,11,Loyal Customers
C01790,17,14,67124.81,5,5,5,555,15,Champions
C01791,164,4,6425.97,2,2,1,221,5,Lost
C01792,38,5,44043.59,4,3,4,434,11,Loyal Customers
C01793,12,10,46216.36,5,4,4,544,13,Champions
C01794,257,4,19650.04,1,2,2,122,5,Lost
C01795,71,11,94551.67,3,4,5,345,12,Loyal Customers
C01796,52,6,31306.85,3,3,3,333,9,Loyal Customers
C01797,6,4,23955.29,5,2,3,523,10,New Customers
C01798,372,3,20498.18,1,2,2,122,5,Lost
C01799,63,5,32967.47,3,3,3,333,9,Loyal Customers
C01800,13,14,94132.22,5,5,5,555,15,Champions
C01801,359,3,17168.98,1,2,2,122,5,Lost
C01803,15,7,61398.96,5,3,4,534,12,Loyal Customers
C01804,68,13,109750.72,3,5,5,355,13,Loyal Customers
C01805,247,1,4367.65,1,1,1,111,3,Lost
C01806,700,1,4071.63,1,1,1,111,3,Lost
C01807,111,3,8944.27,2,2,1,221,5,Lost
C01808,36,12,56208.68,4,5,4,454,13,Champions
C01809,78,3,8160.1,3,2,1,321,6,Potential Loyalist
C01810,33,7,21638.24,4,3,2,432,9,Loyal Customers
C01811,143,14,62831.18,2,5,5,255,12,At Risk
C01812,650,3,5079.82,1,2,1,121,4,Lost
C01813,2,4,38761.7,5,2,4,524,11,New Customers
C01814,124,8,48150.0,2,4,4,244,10,At Risk
C01815,58,5,36991.83,3,3,3,333,9,Loyal Customers
C01816,103,4,13378.88,2,2,2,222,6,Lost
C01817,725,1,1448.2,1,1,1,111,3,Lost
C01818,33,18,92244.59,4,5,5,455,14,Champions
C01819,29,15,92279.08,4,5,5,455,14,Champions
C01820,52,5,27463.78,3,3,3,333,9,Loyal Customers
C01822,323,2,7984.74,1,1,1,111,3,Lost
C01823,272,6,54851.62,1,3,4,134,8,Potential Loyalist
C01824,15,37,213152.94,5,5,5,555,15,Champions
C01825,31,3,31377.87,4,2,3,423,9,New Customers
C01826,30,4,41083.43,4,2,4,424,10,New Customers
C01827,23,3,3148.12,4,2,1,421,7,New Customers
C01828,287,1,931.98,1,1,1,111,3,Lost
C01829,55,6,19610.65,3,3,2,332,8,Loyal Customers
C01830,583,1,4879.2,1,1,1,111,3,Lost
C01831,16,2,4046.71,5,1,1,511,7,New Customers
C01833,39,1,1590.3,4,1,1,411,6,New Customers
C01834,60,9,70274.84,3,4,5,345,12,Loyal Customers
C01836,353,1,6464.93,1,1,1,111,3,Lost
C01837,43,9,56194.42,4,4,4,444,12,Champions
C01838,369,2,17015.54,1,1,2,112,4,Lost
C01839,617,2,12314.85,1,1,2,112,4,Lost
C01840,1,5,28250.65,5,3,3,533,11,Loyal Customers
C01841,142,6,34641.15,2,3,3,233,8,Potential Loyalist
C01842,111,6,18301.19,2,3,2,232,7,Potential Loyalist
C01844,43,4,20345.21,4,2,2,422,8,New Customers
C01845,38,5,23806.36,4,3,3,433,10,Loyal Customers
C01846,37,1,2216.84,4,1,1,411,6,New Customers
C01847,4,28,181578.89,5,5,5,555,15,Champions
C01848,81,17,53622.56,3,5,4,354,12,Loyal Customers
C01849,36,7,42039.82,4,3,4,434,11,Loyal Customers
C01850,30,3,5671.83,4,2,1,421,7,New Customers
C01851,48,1,7084.46,3,1,1,311,5,Potential Loyalist
C01852,91,1,1355.55,2,1,1,211,4,Lost
C01853,32,9,42751.36,4,4,4,444,12,Champions
C01854,341,5,22982.66,1,3,3,133,7,Potential Loyalist
C01855,17,43,323282.38,5,5,5,555,15,Champions
C01856,14,1,4871.06,5,1,1,511,7,New Customers
C01858,9,6,35184.64,5,3,3,533,11,Loyal Customers
C01859,3,7,33650.96,5,3,3,533,11,Loyal Customers
C01860,167,2,4407.7,2,1,1,211,4,Lost
C01861,34,3,11600.12,4,2,2,422,8,New Customers
C01862,416,5,16128.93,1,3,2,132,6,Potential Loyalist
C01863,38,6,61701.08,4,3,4,434,11,Loyal Customers
C01864,6,12,82289.53,5,5,5,555,15,Champions
C01866,33,10,74650.77,4,4,5,445,13,Champions
C01867,37,6,23560.14,4,3,3,433,10,Loyal Customers
C01868,38,12,73482.81,4,5,5,455,14,Champions
C01869,248,4,19500.5,1,2,2,122,5,Lost
C01870,379,2,7309.9,1,1,1,111,3,Lost
C01871,89,7,34922.3,2,3,3,233,8,Potential Loyalist
C01873,42,11,40285.47,4,4,4,444,12,Champions
C01874,32,6,31071.16,4,3,3,433,10,Loyal Customers
C01875,128,4,18489.27,2,2,2,222,6,Lost
C01876,230,4,39474.52,1,2,4,124,7,Potential Loyalist
C01877,9,9,28917.05,5,4,3,543,12,Loyal Customers
C01878,53,24,181603.15,3,5,5,355,13,Loyal Customers
C01879,658,1,37666.29,1,1,4,114,6,Potential Loyalist
C01880,51,8,39807.47,3,4,4,344,11,Loyal Customers
C01881,43,6,18686.25,4,3,2,432,9,Loyal Customers
C01882,14,6,43121.11,5,3,4,534,12,Loyal Customers
C01883,287,5,39061.07,1,3,4,134,8,Potential Loyalist
C01884,117,6,10740.53,2,3,2,232,7,Potential Loyalist
C01885,120,11,74839.62,2,4,5,245,11,At Risk
C01886,146,2,50073.62,2,1,4,214,7,Potential Loyalist
C01887,11,8,38269.32,5,4,4,544,13,Champions
C01888,59,6,30869.76,3,3,3,333,9,Loyal Customers
C01889,486,3,8848.11,1,2,1,121,4,Lost
C01890,6,20,87808.22,5,5,5,555,15,Champions
C01891,637,1,10643.26,1,1,2,112,4,Lost
C01892,16,5,12526.57,5,3,2,532,10,Loyal Customers
C01893,42,7,47588.9,4,3,4,434,11,Loyal Customers
C01894,89,6,28754.41,2,3,3,233,8,Potential Loyalist
C01895,9,17,53274.38,5,5,4,554,14,Champions
C01896,475,6,59122.59,1,3,4,134,8,Potential Loyalist
C01897,29,12,52043.48,4,5,4,454,13,Champions
C01898,51,11,55714.47,3,4,4,344,11,Loyal Customers
C01899,63,5,23094.63,3,3,3,333,9,Loyal Customers
C01900,570,1,440.92,1,1,1,111,3,Lost
C01901,96,12,30079.71,2,5,3,253,10,At Risk
C01902,110,7,79120.83,2,3,5,235,10,Potential Loyalist
C01904,407,2,37196.99,1,1,3,113,5,Potential Loyalist
C01905,401,2,2763.2,1,1,1,111,3,Lost
C01906,37,8,69928.0,4,4,5,445,13,Champions
C01907,166,6,16835.44,2,3,2,232,7,Potential Loyalist
C01909,364,3,17995.47,1,2,2,122,5,Lost
C01910,47,3,6762.14,3,2,1,321,6,Potential Loyalist
C01911,4,7,51010.23,5,3,4,534,12,Loyal Customers
C01912,417,2,6746.7,1,1,1,111,3,Lost
C01913,576,1,10306.05,1,1,2,112,4,Lost
C01914,195,5,35238.35,2,3,3,233,8,Potential Loyalist
C01915,158,3,12826.06,2,2,2,222,6,Lost
C01916,12,7,30436.17,5,3,3,533,11,Loyal Customers
C01917,2,6,56595.13,5,3,4,534,12,Loyal Customers
C01918,453,2,5702.57,1,1,1,111,3,Lost
C01919,22,18,137513.18,4,5,5,455,14,Champions
C01920,282,5,33381.56,1,3,3,133,7,Potential Loyalist
C01921,120,4,22222.45,2,2,3,223,7,Potential Loyalist
C01922,4,13,36378.11,5,5,3,553,13,Loyal Customers
C01923,48,5,30227.2,3,3,3,333,9,Loyal Customers
C01924,4,7,53887.03,5,3,4,534,12,Loyal Customers
C01925,334,1,4528.96,1,1,1,111,3,Lost
C01926,81,5,25566.52,3,3,3,333,9,Loyal Customers
C01927,324,1,1607.48,1,1,1,111,3,Lost
C01928,25,7,37732.01,4,3,4,434,11,Loyal Customers
C01929,17,12,105568.22,5,5,5,555,15,Champions
C01930,90,6,45923.24,2,3,4,234,9,Potential Loyalist
C01931,316,2,10461.1,1,1,2,112,4,Lost
C01932,280,5,23828.48,1,3,3,133,7,Potential Loyalist
C01933,59,1,1230.97,3,1,1,311,5,Potential Loyalist
C01934,7,2,29791.97,5,1,3,513,9,New Customers
C01935,292,1,668.87,1,1,1,111,3,Lost
C01936,11,1,35782.98,5,1,3,513,9,New Customers
C01937,103,1,6527.16,2,1,1,211,4,Lost
C01938,10,9,22174.76,5,4,3,543,12,Loyal Customers
C01939,13,15,48912.78,5,5,4,554,14,Champions
C01940,44,3,2959.45,3,2,1,321,6,Potential Loyalist
C01941,179,2,9660.53,2,1,1,211,4,Lost
C01942,102,7,24846.01,2,3,3,233,8,Potential Loyalist
C01943,58,2,13628.61,3,1,2,312,6,Potential Loyalist
C01944,158,4,33223.89,2,2,3,223,7,Potential Loyalist
C01945,123,13,88166.71,2,5,5,255,12,At Risk
C01946,34,5,14113.74,4,3,2,432,9,Loyal Customers
C01947,18,22,143988.63,5,5,5,555,15,Champions
C01948,3,16,52343.94,5,5,4,554,14,Champions
C01949,4,6,17585.65,5,3,2,532,10,Loyal Customers
C01950,96,7,44597.67,2,3,4,234,9,Potential Loyalist
C01951,542,3,21653.73,1,2,2,122,5,Lost
C01952,60,2,20111.47,3,1,2,312,6,Potential Loyalist
C01953,112,5,22566.57,2,3,3,233,8,Potential Loyalist
C01954,2,14,42542.91,5,5,4,554,14,Champions
C01956,196,4,14541.58,2,2,2,222,6,Lost
C01957,86,1,29544.78,2,1,3,213,6,Potential Loyalist
C01958,55,12,59419.36,3,5,4,354,12,Loyal Customers
C01959,131,9,50511.89,2,4,4,244,10,At Risk
C01960,11,20,107123.34,5,5,5,555,15,Champions
C01961,321,1,1185.24,1,1,1,111,3,Lost
C01962,2,13,79325.24,5,5,5,555,15,Champions
C01963,56,4,10980.87,3,2,2,322,7,Potential Loyalist
C01964,86,5,18948.48,2,3,2,232,7,Potential Loyalist
C01965,32,3,13326.19,4,2,2,422,8,New Customers
C01966,225,3,22600.1,1,2,3,123,6,Potential Loyalist
C01967,30,9,38968.97,4,4,4,444,12,Champions
C01968,83,8,94250.0,2,4,5,245,11,At Risk
C01969,87,8,50098.17,2,4,4,244,10,At Risk
C01970,39,3,7414.21,4,2,1,421,7,New Customers
C01971,625,2,5452.41,1,1,1,111,3,Lost
C01972,163,4,12989.59,2,2,2,222,6,Lost
C01973,44,3,8116.27,3,2,1,321,6,Potential Loyalist
C01974,24,3,6703.99,4,2,1,421,7,New Customers
C01975,38,2,2531.8,4,1,1,411,6,New Customers
C01976,19,8,31274.5,5,4,3,543,12,Loyal Customers
C01977,28,6,17954.28,4,3,2,432,9,Loyal Customers
C01978,48,7,26406.12,3,3,3,333,9,Loyal Customers
C01979,16,4,20723.81,5,2,2,522,9,New Customers
C01980,68,4,15073.74,3,2,2,322,7,Potential Loyalist
C01981,87,7,72913.22,2,3,5,235,10,Potential Loyalist
C01983,22,24,118517.51,4,5,5,455,14,Champions
C01984,206,6,21554.79,2,3,2,232,7,Potential Loyalist
C01985,1,16,122393.07,5,5,5,555,15,Champions
C01986,175,7,16962.57,2,3,2,232,7,Potential Loyalist
C01987,19,19,110202.34,5,5,5,555,15,Champions
C01988,14,8,61810.05,5,4,4,544,13,Champions
C01989,308,7,63330.88,1,3,5,135,9,Potential Loyalist
C01990,27,12,77717.74,4,5,5,455,14,Champions
C01991,165,8,79082.86,2,4,5,245,11,At Risk
C01992,110,3,6834.89,2,2,1,221,5,Lost
C01993,68,6,31230.02,3,3,3,333,9,Loyal Customers
C01994,287,5,19425.42,1,3,2,132,6,Potential Loyalist
C01995,25,18,69768.96,4,5,5,455,14,Champions
C01996,100,5,9565.25,2,3,1,231,6,Potential Loyalist
C01997,75,4,22410.46,3,2,3,323,8,Potential Loyalist
C01998,37,19,76808.8,4,5,5,455,14,Champions
C01999,52,5,16994.23,3,3,2,332,8,Loyal Customers
C02000,75,7,51175.28,3,3,4,334,10,Loyal Customers
C02001,66,4,22124.56,3,2,3,323,8,Potential Loyalist
C02002,190,1,6657.96,2,1,1,211,4,Lost
C02003,42,10,68128.72,4,4,5,445,13,Champions
C02005,29,7,20487.75,4,3,2,432,9,Loyal Customers
C02006,13,19,107987.05,5,5,5,555,15,Champions
C02007,242,3,12930.51,1,2,2,122,5,Lost
C02008,56,7,18757.94,3,3,2,332,8,Loyal Customers
C02009,56,4,24640.33,3,2,3,323,8,Potential Loyalist
C02010,17,19,132864.57,5,5,5,555,15,Champions
C02011,8,12,54498.58,5,5,4,554,14,Champions
C02012,28,3,38124.68,4,2,4,424,10,New Customers
C02014,27,5,14730.72,4,3,2,432,9,Loyal Customers
C02015,34,7,42955.36,4,3,4,434,11,Loyal Customers
C02016,590,2,10758.18,1,1,2,112,4,Lost
C02017,82,3,14524.74,3,2,2,322,7,Potential Loyalist
C02018,71,6,43193.42,3,3,4,334,10,Loyal Customers
C02019,27,6,32934.9,4,3,3,433,10,Loyal Customers
C02020,6,28,116424.68,5,5,5,555,15,Champions
C02021,64,5,19268.78,3,3,2,332,8,Loyal Customers
C02022,7,5,35591.43,5,3,3,533,11,Loyal Customers
C02023,18,19,62908.65,5,5,5,555,15,Champions
C02024,31,7,40450.6,4,3,4,434,11,Loyal Customers
C02025,56,6,21832.03,3,3,3,333,9,Loyal Customers
C02026,43,2,4365.67,4,1,1,411,6,New Customers
C02027,39,9,47560.83,4,4,4,444,12,Champions
C02028,379,1,9997.87,1,1,1,111,3,Lost
C02029,513,1,11651.82,1,1,2,112,4,Lost
C02030,47,12,74814.27,3,5,5,355,13,Loyal Customers
C02031,18,7,37925.25,5,3,4,534,12,Loyal Customers
C02032,78,9,61911.94,3,4,4,344,11,Loyal Customers
C02033,31,2,7888.23,4,1,1,411,6,New Customers
C02034,87,8,67864.46,2,4,5,245,11,At Risk
C02035,367,2,7727.36,1,1,1,111,3,Lost
C02036,115,4,18088.45,2,2,2,222,6,Lost
C02037,5,15,107305.36,5,5,5,555,15,Champions
